Speciality,Category,Package Amount,Code,Procedure,Preauth Documentation,Claim Documentation,Package Type
,S10.2 SPINAL SURGERIES,80.51.6,S10.2.8,Discectomy,"CT Spine (Cervical,Dorsal,Lumbar,Sacral) Without Contrast/ MRI spine, X-Ray Dorso Lumbar Spine, ENMG (Elektroneuromyography), Nerve conduction study","X-Ray Dorso Lumbar Spine, Case Sheet with operation Notes, Intra-op photo",50700
,S10.20 Craniostenosis,-,S10.20A,Craniostenosis,Clinical notes and CT/ MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing Post procedure Clinical photgraph showing scar; detailed discharge summary, Detailed Procedure / Operative Notes.",56700
,S10.21 Duroplasty,-,S10.21.1A,Duroplasty with Endogenous graft,Clinical notes and CT/ MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing Post procedure Clinical photgraph showing scar; detailed discharge summary, Detailed Procedure / Operative Notes.",18800
,S10.21 Duroplasty,-,S10.21.2A,Duroplasty with Exogenous graft,Clinical notes and CT/ MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing Post procedure Clinical photgraph showing scar; detailed discharge summary, Detailed Procedure / Operative Notes.",18800
,S10.22 Brain Biopsy,-,S10.22A,Brain Biopsy,"Clinical notes and CT/MRI, suspected differential diagnosis","Histopathology, Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",25400
,S10.23 Shunt Surgery,-,S10.23A,Ventriculo - pleural,Clinical notes and CT/MRI,"Detailed discharge summary, Detailed Procedure / Operative Notes.Clinical Photograph",50700
,S10.24 Superficial Temporal Artery (STA): middle cerebral artery (MCA) or (other EC - IC) Bypass procedure,-,S10.24A,Superficial Temporal Artery (STA) middle cerebral artery (MCA) or (other EC - IC) Bypass procedure,Clinical notes and MRA/ DSA report,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",101300
,S10.25 Foramen Magnum Decompression,-,S10.25A,Foramen Magnum Decompression,Clinical notes and CT/MRI,"Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes.",112500
,S10.26 Skull Traction,-,S10.26A,Skull Traction,Clinical notes and Indication for skull traction supporting radiological evdience (CT/MRI).,"Clinical photgraph with traction applied, Detailed Procedure / Operative Notes detailing weights applied; Detailed discharge summary .",15000
,S10.27 Neurectomy,-,S10.27.1A,Neurectomy,"Clinical notes justifying the surgery,","Post procedure Clinical photgraph showing scar, detailed discharge summary Detailed Procedure / Operative Notes.",30000
,S10.27 Neurectomy,-,S10.27.2A,Neurectomy - Trigeminal,"Clinical notes justifying the surgery,","Post procedure Clinical photgraph showing scar, detailed discharge summary Detailed Procedure / Operative Notes.",37300
,S10.28 Spine - Extradural Haematoma,-,S10.28.1A,Spine - Extradural Haematoma,Clinical notes and MRI supporting surgery,"Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes",50700
,S10.28 Spine - Extradural Haematoma,-,S10.28.2A,Spine - Extradural Haematoma with fixation,Clinical notes and MRI supporting surgery,"Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes",64700
,S10.29 Spine - Intradural Haematoma,-,S10.29.1A,Spine - Intradural Haematoma,Clinical notes and MRI supporting surgery,"Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes",75000
,S10.29 Spine - Intradural Haematoma,-,S10.29.2A,Spine - Intradural Haematoma with fixation,Clinical notes and MRI supporting surgery,"Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes",81600
,S10.30 Carpal Tunnel Release,-,S10.30.1A,Carpal Tunnel Release,"Clinical history, MRI, NCV","Post procedure Clinical photgraph showing scar, Detailed discharge summary , Detailed Procedure / Operative Notes & MRI Report",22500
,S10.30 Carpal Tunnel Release,-,S10.30.2A,Cranial Nerve Anastomosis,Clinical notes and MRI justifying surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes.",37500
,S10.31 Nerve Biopsy excluding Hensens,-,S10.31A,Nerve Biopsy excluding Hensens,"Clinical notes and Reports of previous investigations and treatment taken ruling out Hensen's, differentials suspected, need for Nerve Biopsy",HPE Report of Nerve Biopsy: Detailed Proedure notes; detailed discharge summary,11300
,S10.32 Muscle Biopsy with report,-,S10.32A,Muscle Biopsy with report,Clinical notes and Electromyography (EMG) reports,"Histopathology, Post procedure Clinical photgraph showing scar Detailed discharge summary,, Detailed Procedure / Operative Notes.",11300
,S10.33 Gamma Knife radiosurgery (GKRS) / SRS for tumours / Arteriovenous malformation (AVM),-,S10.33A,Gamma Knife radiosurgery (GKRS) / SRS for tumours / Arteriovenous malformation (AVM),Clinical notes and CT/ MRI report; Is the EHCP equipped with Gamma Knife?,"Intra procedure clinical photograph, treating doctor's consultation paper showing planning for RT treatment and the RT chart, detailed discharge summary",112500
,S10.34 R. F. Lesioning,-,S10.34.1A,For Sacrolitis,"Clinical notes, MRI / CT","Intra Operative stills; Detailed Procedure / Operative Notes, detailed discharge summary; Barcode of RF probe",12200
,S10.34 R. F. Lesioning,-,S10.34.2A,For Spine spondolosis,"Clinical notes, MRI / CT","Intra Operative stills; Detailed Procedure / Operative Notes, detailed discharge summary; Barcode of RF probe",12200
,S10.34 R. F. Lesioning,-,S10.34.3A,For Tendinitis,"Clinical notes, MRI / CT","Intra Operative stills; Detailed Procedure / Operative Notes, detailed discharge summary; Barcode of RF probe",12200
,S10.34 R. F. Lesioning,-,S10.34.4A,For Degeneration of joints on arthritis,"Clinical notes, MRI / CT","Intra Operative stills; Detailed Procedure / Operative Notes, detailed discharge summary; Barcode of RF probe",20000
,S10.35 Diagnostic Cerebral / Spinal Angiography (DSA - Digital Substraction Angiography),-,S10.35A,Diagnostic Cerebral / Spinal Angiography (DSA - Digital Substraction Angiography),Clinical notes establishing diagnosis of Trigeminal neuralgia and justification of local neurectomy with MRI / CT,"Intra procedure clinical CD/ series of still photographs; Detailed Procedure / Operative Notes, detailed discharge summary; invoice of RF probe",25000
,S10.36 Reexploration for Cranial / Spinal surgeries,-,S10.36A,Reexploration for Cranial / Spinal surgeries,"Clinical notes, MRI / CT","Intra Operative stills; Detailed Procedure / Operative Notes, detailed discharge summary; Barcode of RF probe",37500
,S10.37 Conservative management of high cervical injury,-,S10.37.1A,Complex spine injury,"Clinical notes, MRI / CT","Intra Operative stills; Detailed Procedure / Operative Notes, detailed discharge summary; Barcode of RF probe",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,S10.37 Conservative management of high cervical injury,-,S10.37.2A,Moderate head injury,"Clinical notes, MRI / CT","Intra Operative stills; Detailed Procedure / Operative Notes, detailed discharge summary; Barcode of RF probe",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,S10.37 Conservative management of high cervical injury,-,S10.37.3A,Severe head injury,"Clinical notes, MRI / CT","Intra Operative stills; Detailed Procedure / Operative Notes, detailed discharge summary; Barcode of RF probe",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,S10.37 Conservative management of high cervical injury,-,S10.37.4A,Simple head injury,"Clinical notes, MRI / CT","Intra Operative stills; Detailed Procedure / Operative Notes, detailed discharge summary; Barcode of RF probe",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,S10.37 Conservative management of high cervical injury,-,S10.37.5A,Simple spine injury,"Clinical notes, MRI / CT","Intra Operative stills; Detailed Procedure / Operative Notes, detailed discharge summary; Barcode of RF probe",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,S10.5 SPINE,80.51.3,S10.5.1,Anterior Discectomy and Bone Grafting,"Orthopantomography (OPG), MRI Brain without contrast","Orthopantomography (OPG), X Ray scull",50700
,S10.5 SPINE,80.51.4,S10.5.2,Discectomy With Implants,"Orthopantomography (OPG), MRI Brain without contrast","Orthopantomography (OPG), X Ray scull",75000
,S10.5 SPINE,78.19,S10.5.4,"Spinal Fixation Rods And Plates, Artificial Discs","CT Spine (Cervical,Dorsal,Lumbar,Sacral) Without Contrast /MRI Spine",X-Ray,85000
,S10.6 SOFT TISSUE and VASCULAR SURGERIES,05.22,S10.6.2,Cervical Sympathectomy,"ENMG (Elektroneuromyography) , MRI Cervical Spine Without Contrast ,Nerve conduction study",Routine Histopathological Examination,43800
,S10.6 SOFT TISSUE and VASCULAR SURGERIES,05.23.1,S10.6.3,Lumbar Sympathectomy,"ENMG (Elektroneuromyography) ,Nerve conduction study,MRI Of Dorsolumbar Spine",Routine Histopathological Examination,43800
,S11.37 Maxillectomy,-,S11.37A,Partial,"Clinical notes and Biopsy, CECT","detailed Procedure / Operative Notes, Clinical Photograph showing scar, HPE report, Detailed discharge summary",91200
,S11.38 Oesophageal / Tracheal stenting,-,S11.38.1A,Oesophageal stenting,"Clinical notes and CECT, OGD Scopy","Barcode of Stent; Detailed Procedure / Operative Notes, Detailed Discharge summary.",99200
,S11.38 Oesophageal / Tracheal stenting,-,S11.38.2A,Tracheal stenting,"Clinical notes and CECT, OGD Scopy","Barcode of Stent; Detailed Procedure / Operative Notes,Detailed Discharge summary",99200
,S11.39 Transthoracic esophagectomy: 2F / 3F,-,S11.39.1A,Open,"Clinical notes with planned line of treatment and FNAC/ BIOPSY, CECT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",154700
,S11.39 Transthoracic esophagectomy: 2F / 3F,-,S11.39.2A,MIS,"Clinical notes with planned line of treatment and FNAC/ BIOPSY, CECT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",154700
,S11.40 Exploratory laparotomy f / b diversion stoma / bypass,-,S11.40.1A,Exploratory laparotomy f / b diversion stoma,"Clinical notes with planned line of treatment, CECT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",91300
,S11.40 Exploratory laparotomy f / b diversion stoma / bypass,-,S11.40.2A,Exploratory laparotomy f / b diversion bypass,"Clinical notes with planned line of treatment, CECT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",91300
,S11.41 Hepatoblastoma Excision,-,S11.41A,Hepatoblastoma Excision,"Clinical notes with planned line of treatment, HPE, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",102400
,S11.42 Pelvic Exenteration,-,S11.42.1A,Anterior - Lap.,"Clinical notes with planned line of treatment, HPE, CT","Procedure / Operative Notes, HPE report, Detailed Discharge Summary",155500
,S11.42 Pelvic Exenteration,-,S11.42.2A,Total - Lap.,"Clinical notes with planned line of treatment, HPE, CT","Procedure / Operative Notes, HPE report, Detailed Discharge Summary",155500
,S11.43 Wilms tumors: surgery,-,S11.43A,Wilms tumors surgery,"Clinical notes with planned line of treatment, Biopsy/HPE, CT abdomen","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",68400
,S11.44 Ureteric end to end anastomosis,-,S11.44A,Ureteric end to end anastomosis,"CT KUB, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",52800
,S11.45 Distal ureterectomy with reimplantation,-,S11.45A,Distal ureterectomy with reimplantation,"CT KUB, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",53400
,S11.46 Radical cystectomy,-,S11.46.1A,With continent diversion - Open,"HPE, Clinical notes with planned line of treatment, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",150100
,S11.46 Radical cystectomy,-,S11.46.2A,With Ileal Conduit - Lap.,"HPE, Clinical notes with planned line of treatment, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",194600
,S11.46 Radical cystectomy,-,S11.46.3A,With neobladder - Lap,"HPE, Clinical notes with planned line of treatment, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",222800
,S11.46 Radical cystectomy,-,S11.46.4A,With ureterosigmoidostomy - Open,"HPE, Clinical notes with planned line of treatment, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",173600
,S11.46 Radical cystectomy,-,S11.46.5A,With ureterosigmoidostomy - Lap,"HPE, Clinical notes with planned line of treatment, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",116500
,S11.46 Radical cystectomy,-,S11.46.6A,With ureterostomy -Lap.,"HPE, Clinical notes with planned line of treatment, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",116100
,S11.47 Channel TURP,-,S11.47A,Channel TURP,"Clinical notes with planned line of treatment, PSA, USG- prostate","Procedure / Operative Notes, HPE report, Detailed Discharge Summary",46000
,S11.48 Radical Urethrectomy,-,S11.48A,Radical Urethrectomy,"CT KUB, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",58400
,"S11.49 Penile preserving surgery (WLE, Glansectomy, Laser)",-,S11.49A,"Penile preserving surgery (WLE, Glansectomy, Laser)","HPE, Clinical notes with planned line of treatment","Procedure / Operative Notes, HPE report, Detailed Discharge Summary",43400
,S11.50 Excision of undescended testicular mass,-,S11.50A,Excision of undescended testicular mass,"CT, Clinical notes with planned line of treatment","Procedure / Operative Notes, HPE report, Detailed Discharge Summary",42800
,S11.51 Germ Cell Tumour Excision,-,S11.51A,Germ Cell Tumour Excision,"Beta HCG, AFP, USG, CT, Clinical notes with planned line of treatment","Procedure / Operative Notes, HPE report, Detailed Discharge Summary",53400
,S11.52 Bilateral salpingoophorectomy,-,S11.52.1A,Open,"Clinical notes with planned line of treatment, HPE","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",37400
,S11.52 Bilateral salpingoophorectomy,-,S11.52.2A,Lap.,"Clinical notes with planned line of treatment, HPE","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",47400
,S11.53 Leiomyoma excision,-,S11.53.1A,Open,"Clinical notes with planned line of treatment, USG","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",117900
,S11.53 Leiomyoma excision,-,S11.53.2A,MIS,"Clinical notes with planned line of treatment, USG","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",117900
,S11.54 Radical Hysterectomy,-,S11.54.1A,Class I radical hysterectomy + bilateral salpingoophorectomy + BPLND - Lap.,"Clinical notes with planned line of treatment and Biopsy, CECT/ MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",64300
,S11.54 Radical Hysterectomy,-,S11.54.2A,Class I radical Hysterectomy +/- bilateral salpingoophorectomy - Lap.,"Clinical notes with planned line of treatment and Biopsy, CECT/ MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",46100
,S11.54 Radical Hysterectomy,-,S11.54.3A,Class II radical hysterctomy + BPLND,"Clinical notes with planned line of treatment and Biopsy, CECT/ MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",64300
,S11.54 Radical Hysterectomy,-,S11.54.4A,Class III radical hysterctomy + BPLND,"Clinical notes with planned line of treatment and Biopsy, CECT/ MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",64300
,S11.55 Total Pharyngectomy,-,S11.55A,Total Pharyngectomy,"Clinical notes with planned line of treatment, HPE, CT / MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",80900
,S11.56 Parapharyngeal Tumour Excision,-,S11.56A,Parapharyngeal Tumour Excision,"Clinical notes with planned line of treatment, HPE, CT / MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",57300
,S11.57 Tracheal / Carinal resection,-,S11.57A,Tracheal / Carinal resection,"Clinical notes with planned line of treatment, HPE, CT / MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",116200
,S11.58 Tracheal Stenosis (End to end Anastamosis) (Throat),-,S11.58A,Tracheal Stenosis (End to end Anastamosis) (Throat),"Clinical notes with planned line of treatment, HPE, CT / MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",60000
,S11.59 Central airway tumour debulking,-,S11.59A,Central airway tumour debulking,"Clinical notes with planned line of treatment, HPE, CT / MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",42100
,S11.60 Diagnostic thoracoscopy,-,S11.60A,Diagnostic thoracoscopy,"Cinical notes, radiological evidence for indication","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",31100
,S11.61 Mediastinoscopy,-,S11.61A,Diagnostic,"Cinical notes, radiological evidence for indication","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",64800
,S11.62 Pleurectomy Decortication,-,S11.62A,Pleurectomy Decortication,"Clinical notes with planned line of treatment and HPE, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",39000
,S11.63 Chamberlain procedure,-,S11.63A,Chamberlain procedure,Clinical notes with planned line of treatment and CT Thorax,"Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",36800
,S11.64 Extrapleural pneumonectomy,-,S11.64A,Extrapleural pneumonectomy,"Clinical notes with planned line of treatment, HPE, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",129900
,S11.65 Axillary Sampling / Sentinel Node Biopsy,-,S11.65A,Axillary Sampling / Sentinel Node Biopsy,"FNAC, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",31000
,S11.66 Excision of Pinna for Growths / Injuries - Total Amputation & Excision of External Auditory Meatus,-,S11.66.1A,Growth - Basal,"HPE, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",67500
,S11.66 Excision of Pinna for Growths / Injuries - Total Amputation & Excision of External Auditory Meatus,-,S11.66.2A,Injury,"Clinical notes with planned line of treatment, Clinical photograph","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",67500
,S11.67 Benign Soft Tissue Tumour - Excision,-,S11.67A,Benign Soft Tissue Tumour - Excision,"HPE, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",23200
,S11.68 Regional flap,-,S11.68A,Fasciocutaneous flap,Clinical notes and Biopsy of primary,"detailed Procedure / Operative Notes, Clinical photgraph showing scar, detailed discharge summary",78400
,S11.69 Rotationplasty,-,S11.69A,Rotationplasty,Clinical notes with planned line of treatment,"Procedure / Operative Notes, Post Procedure Photographs of surgical site, Detailed Discharge Summary",96100
,S11.70 Endoprosthesis Revision,-,S11.70.1A,Complete,"Clinical notes with planned line of treatment, radiological evidence for indication","Procedure / Operative Notes, Post Procedure Photographs of surgical site, Detailed Discharge Summary",116500
,S11.70 Endoprosthesis Revision,-,S11.70.2A,Partial,"Clinical notes with planned line of treatment, radiological evidence for indication","Procedure / Operative Notes, Post Procedure Photographs of surgical site, Detailed Discharge Summary",81100
,S11.71 Vertebral Tumour Excision and Reconstruction,-,S11.71A,Vertebral Tumour Excision and Reconstruction,"Clinical notes with planned line of treatment, radiological evidence for indication","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",119900
,S11.72 Chemo Port Insertion,-,S11.72A,Chemo Port Insertion,Clinical notes with planned line of treatment,"Procedure / Operative Notes, discharge summary, Invoice of Chemo port used",28800
,S11.73 Resuturing of Any Wound gap Surgeries,-,S11.73.2A,Resuturing of Any Wound gap Surgeries,Clinical notes with planned line of treatment with pre-clinical photograph,Clinical notes / discharge summary with planned line of treatment & post clinical photograph,6300
,S14.1 PLASTIC REPAIR,27.54.1,S14.1.1,Surgical Management Of Cleft Lip,Clinical Photograph,"Clinical Photograph, Case Sheet with operation Notes",25600
,S14.1 PLASTIC REPAIR,27.62,S14.1.2,Surgical correction of Cleft Palate,Clinical Photograph,Clinical Photograph,25600
,S14.1 PLASTIC REPAIR,18.71.1,S14.1.5,Reconstruction or prosthetic appliance for absent ear,Clinical Photograph,"Clinical Photograph, Case Sheet with operation Notes",30000
,S14.1 PLASTIC REPAIR,76.5.2,S14.1.6,Surgery for Tm Joint Ankylosis,3D CT Facial Bones,X-Ray Facial Bones,44540
,S14.17 Thermal burns,-,S14.17A,Percent Total Body Surface Area Burns (TBSA) - any Percent (not requiring admission). Needs at least 5-6 dressing,"Clinical Notes, MLC copy with number, Extent of burns visible on photograph (with rule of 9 chart","Post Treatment clinical photograph, lab tests or other diagnostic procedures done as a part of treatment, Detailed clinical notes.",8800
,S14.18 Scald burns,-,S14.18.1A,% Total Body Surface Area Burns (TBSA) - any % (not requiring admission).Needs at least 5-6 dressing,"Clinical Notes, MLC copy with number, Extent of burns visible on photograph (with rule of 9 chart","Post Treatment clinical photograph, lab tests or other diagnostic procedures done as a part of treatment, Detailed clinical notes.",8800
,S14.18 Scald burns,-,S14.18.2A,"% Total Body Surface Area Burns (TBSA) Upto 40 % TBSA skin grafted, flap cover, follow-up dressings etc. as deemed necessary Surgical procedures are required for deep burns that are not amenable to heal with dressings alone.","Clinical notes, MLC copy with number, Extent of upto 40% burns visible on photograph (with rule of 9 chart)","Post Treatment clinical photograph, lab tests, X-rays or other diagnostic procedures done as a part of treatment. ,Detailed discharge summary.",75000
,S14.19 Flame burns,-,S14.19.1A,% Total Body Surface Area Burns (TBSA) - any % (not requiring admission).Needs at least 5-6 dressing,"Clinical notes, MLC copy with number, Extent of burns visible on photograph (with rule of 9 chart)","Post Treatment clinical photograph, lab tests, X-rays or other diagnostic procedures done as a part of treatment. ,Detailed discharge summary.",8800
,S14.19 Flame burns,-,S14.19.2A,"% Total Body Surface Area Burns (TBSA) Upto40% TBSA skin grafted, flap cover, follow-up dressings etc. as deemed necessary Surgical procedures are required for deep burns that are not amenable to heal with dressings alone.","Clinical notes, MLC copy with number, Extent of upto 40% burns visible on photograph (with rule of 9 chart)","Post Treatment clinical photograph, lab tests, X-rays or other diagnostic procedures done as a part of treatment. ,Detailed discharge summary.",60000
,S14.20 Chemical burns,-,S14.20.1A,"Chemical burns Without significant facial scarring and/or loss of function Includes % TBSA skin grafted, flap cover, follow-up dressings etc. as deemed necessary Surgical procedures are required for deep burns that are not amenable to heal with dressings alone.","Circumstances that led to chemical burns, MLC copy with number, % and area burnt visible on clinical photograph","Post Treatment clinical photograph, lab tests, X-rays or other diagnostic procedures done as a part of treatment. ,Detailed Procedure / Operative Notes if surgery done.Detailed discharge summary.",60000
,S14.20 Chemical burns,-,S14.20.2A,"Chemical burns With significant facial scarring and/or loss of function Includes % TBSA skin grafted, flap cover, follow-up dressings etc. as deemed necessary Surgical procedures are required for deep burns that are not amenable to heal with dressings alone.",(with rule of 9 chart),"Post Treatment clinical photograph showing treated burns, lab tests, X-rays or other diagnostic procedures done as a part of treatment.Detailed discharge summary. Detailed Procedure / Operative Notes if surgery done.",90000
,S14.21 Estlander Operation (lip),-,S14.21A,Estlander Operation (lip),"Clinical notes detailing the original pathology thet has led to this surgery with suporting investigation reports. FIR/MLC in case of traumatic aetiology, Clinical Photograph","Post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",22200
,S14.22 Free Grafts - Wolfe Grafts,-,S14.22A,Free Grafts - Wolfe Grafts,"Clinical notes detailing original pathology, with suporting reports, Clinical Photograph","Post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",37500
,S14.23 Tissue Reconstruction Flap,-,S14.23A,Tissue Reconstruction Flap,Clinical notes and Clinical photograph of affected part justifying surgery. Evidence of confirmed diagnosis of Leprosy,"Intra procedure clinical photograph, Post procedure clinical photograph (if flap taken from other site; even of donor site), Detailed Operative notes, Detailed discharge summary",42200
,S14.24 Split thickness skin grafts,-,S14.24.1A,Small (< 4% TBSA),"Clinical notes detailing time of Burns,, Clinical Photograph","Post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",22500
,S14.24 Split thickness skin grafts,-,S14.24.2A,Medium (4 - 8% TBSA),"Clinical notes detailing time of Burns,, Clinical Photograph","Post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",21700
,S14.24 Split thickness skin grafts,-,S14.24.3A,Large (> 8% TBSA),"Clinical notes detailing time of Burns,, Clinical Photograph","Post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",24500
,S14.25 Skin Flaps - Rotation Flaps,-,S14.25A,Skin Flaps - Rotation Flaps,"Clinical notes and Clinical Photograph, medical records of previous surgeries and indication of this surgery","Post procedure clinical photograph, Detailed Operative notes, detailed discharge summary",34600
,S14.26 Extraction of impacted tooth under LA,-,S14.26A,Extraction of impacted tooth under LA,Dental X-ray / OPG (Orthopantomogram) showing impacted tooth Clinical Photograph,"Post procedure X-ray, extracted tooth, Detailed Procedure / Operative Notes,",500
,S14.27 Sequestrectomy,-,S14.27A,Sequestrectomy,OPG showing necrosed tissue,"Post procedure clinical photograph; detailed discharge summary, Detailed Procedure / Operative Notes, HPE",2500
,S14.28 Fixation of fracture of jaw,-,S14.28.1A,Closed reduction (1 jaw) using wires - under LA,"Circumstances that led to fracture, MLC copy with number, Clinical Photograph, X Ray Mandible,","Detailed Discharge Summary, detailed Procedure / Operative Notes, Post procedure X ray mandible showing wires used",6300
,S14.28 Fixation of fracture of jaw,-,S14.28.2A,Open reduction (1 jaw) and fixing of plates / wire ? under GA,"Circumstances that led to fracture, MLC copy with number, Clinical Photograph, X Ray Mandible,","Detailed Discharge Summary, detailed Procedure / Operative Notes, Post procedure X ray mandible showing wires used",15000
,S14.29 Surgery for Cyst & tumour of Maxilla / Mandible,-,S14.29.3A,Enucleation / excision / marsupialization for cyst & tumour of Maxilla under LA,"OPG/ CT Scan confirming the diagnosis; Biopsy/FNAC if tumour, Clinical Photograph","detailed discharge summary, Detailed Procedure / Operative Notes, Histopath, Post procedure clinical photograph; HPE",10500
,S14.29 Surgery for Cyst & tumour of Maxilla / Mandible,-,S14.29.4A,Enucleation / excision / marsupialization for cyst & tumour of Mandible under LA,"OPG/ CT Scan confirming the diagnosis; Biopsy/FNAC if tumour, Clinical Photograph","detailed discharge summary, Detailed Procedure / Operative Notes, Histopath, Post procedure clinical photograph; HPE",15000
,S14.30 Release of fibrous bands & grafting - in (OSMF) treatment under GA,-,S14.30A,Release of fibrous bands & grafting - in (OSMF) treatment under GA,"Clinical notes and Oral Biopsy confirming the diagnosis, Clinical Photograph","Detailed Procedure / Operative Notes detailing grafting, detailed discharge summary, Post procedure clinical photograph",4200
,S14.31 Apicoectomy (A) Tooth,-,S14.31A,Apicoectomy (A) Tooth,Dental IOPA-Xray / OPG (Orthopantomogram) Xray/CBCT/CT showing impacted tooth Clinical Photograph,"Post procedure clinical photograph; detailed discharge summary, Detailed Procedure / Operative Notes, HPE",1900
,S14.32 Correction of oro-antral communication,-,S14.32A,Correction of oro-antral communication,Dental IOPA-Xray / OPG (Orthopantomogram) Xray/CBCT/CT showing impacted tooth Clinical Photograph,"Post procedure clinical photograph; detailed discharge summary, Detailed Procedure / Operative Notes, HPE",8800
